1918 2
Agfa_DC-830i_0_1002.JPG 41.098644 68.657402
Agfa_DC-830i_0_1000.JPG 41.187759 68.342285
Agfa_DC-830i_0_1003.JPG 41.078457 68.650940
Agfa_DC-830i_0_1004.JPG 41.300205 68.223473
Agfa_DC-830i_0_1005.JPG 41.241203 68.290398
Agfa_DC-830i_0_1006.JPG 41.262062 68.226440
Agfa_DC-830i_0_1007.JPG 41.305054 68.303627
Agfa_DC-830i_0_1008.JPG 40.535355 68.447517
Agfa_DC-830i_0_1009.JPG 40.480396 68.419022
Agfa_DC-830i_0_1010.JPG 41.144615 68.341560
Agfa_DC-830i_0_1011.JPG 41.209877 68.209488
Agfa_DC-830i_0_1012.JPG 41.230370 68.144081
Agfa_DC-830i_0_1013.JPG 41.092354 68.273811
Agfa_DC-830i_0_1014.JPG 41.030262 68.653633
Agfa_DC-830i_0_1015.JPG 41.053551 68.184227
Agfa_DC-830i_0_1016.JPG 41.024220 68.155312
Agfa_DC-830i_0_1017.JPG 40.959949 68.495193
Agfa_DC-830i_0_1018.JPG 41.381947 68.161385
Agfa_DC-830i_0_1019.JPG 41.256233 68.282310
Agfa_DC-830i_0_1020.JPG 41.089153 68.718712
Agfa_DC-830i_0_1022.JPG 41.220055 68.322357
Agfa_DC-830i_0_1023.JPG 41.255028 68.361397
Agfa_DC-830i_0_1024.JPG 41.418903 68.045990
Agfa_DC-830i_0_1025.JPG 41.053635 68.585464
Agfa_DC-830i_0_1026.JPG 41.159729 68.310760
Agfa_DC-830i_0_1027.JPG 41.285469 68.297905
Agfa_DC-830i_0_1028.JPG 40.988934 68.788551
Agfa_DC-830i_0_1029.JPG 41.068409 68.703415
Agfa_DC-830i_0_1030.JPG 41.292294 68.160553
Agfa_DC-830i_0_1031.JPG 41.556480 68.062561
Agfa_DC-830i_0_1032.JPG 40.883263 68.648216
Agfa_DC-830i_0_1033.JPG 41.314884 68.144043
Agfa_DC-830i_0_1034.JPG 41.708267 67.942329
Agfa_DC-830i_0_1035.JPG 40.942024 68.626160
Agfa_DC-830i_0_1036.JPG 41.361786 68.280693
Agfa_DC-830i_0_1037.JPG 41.433746 68.129631
Agfa_DC-830i_0_1038.JPG 41.194721 68.424881
Agfa_DC-830i_0_1039.JPG 41.038761 68.620941
Agfa_DC-830i_0_1040.JPG 41.321426 68.188103
