1095 2
Agfa_DC-504_0_150.JPG 0.697046 34.930054
Agfa_DC-504_0_149.JPG 0.697475 0.543562
Agfa_DC-504_0_151.JPG 0.697475 0.548180
Agfa_DC-504_0_152.JPG 0.697475 0.546183
Agfa_DC-504_0_153.JPG 0.697475 0.543417
Agfa_DC-504_0_154.JPG 0.697475 0.543539
Agfa_DC-504_0_167.JPG 0.697475 0.536861
Agfa_DC-504_0_168.JPG 0.697475 0.536610
Agfa_DC-504_0_169.JPG 0.697475 0.536439
Agfa_DC-504_0_170.JPG 0.697475 0.537168
Agfa_DC-504_0_171.JPG 0.697475 0.537049
Agfa_DC-504_0_172.JPG 0.697475 0.536800
Agfa_DC-504_0_176.JPG 0.697475 0.536157
Agfa_DC-504_0_177.JPG 0.697475 0.535919
Agfa_DC-504_0_178.JPG 0.697475 0.535659
Agfa_Sensor530s_0_2033.JPG 0.697475 0.536348
Agfa_Sensor530s_0_2034.JPG 0.697475 0.536344
Agfa_Sensor530s_0_2035.JPG 0.697475 0.536366
Agfa_Sensor530s_0_2036.JPG 0.697475 0.536270
Agfa_Sensor530s_0_2037.JPG 0.697475 0.536267
Agfa_Sensor530s_0_2038.JPG 0.697475 0.536302
Agfa_Sensor530s_0_2039.JPG 0.697475 0.536316
Agfa_Sensor530s_0_2040.JPG 0.697475 0.536269
Agfa_Sensor530s_0_2041.JPG 0.697475 0.536277
Agfa_Sensor530s_0_2042.JPG 0.697475 0.536240
Agfa_Sensor530s_0_2043.JPG 0.697475 0.536247
Agfa_Sensor530s_0_2044.JPG 0.697475 0.536344
Agfa_Sensor530s_0_2045.JPG 0.697475 0.536211
Agfa_Sensor530s_0_2046.JPG 0.697475 0.536231
Agfa_Sensor530s_0_2047.JPG 0.697475 0.536287
Agfa_Sensor530s_0_2048.JPG 0.697475 0.536215
Agfa_Sensor530s_0_2049.JPG 0.697475 0.536173
Agfa_Sensor530s_0_2050.JPG 0.697475 0.536378
Agfa_Sensor530s_0_2051.JPG 0.697475 0.536223
Agfa_Sensor530s_0_2052.JPG 0.697475 0.536232
Agfa_Sensor530s_0_2053.JPG 0.697475 0.536255
Agfa_Sensor530s_0_2054.JPG 0.697475 0.536193
Agfa_Sensor530s_0_2055.JPG 0.697475 0.536164
Agfa_Sensor530s_0_2056.JPG 0.697475 0.536159
Agfa_Sensor530s_0_2057.JPG 0.697475 0.536138
Agfa_Sensor530s_0_2058.JPG 0.697475 0.536133
Agfa_Sensor530s_0_2059.JPG 0.697475 0.536257
Agfa_Sensor530s_0_2060.JPG 0.697475 0.536121
Agfa_Sensor530s_0_2061.JPG 0.697475 0.536094
Agfa_Sensor530s_0_2062.JPG 0.697475 0.536227
Agfa_Sensor530s_0_2063.JPG 0.697475 0.536118
Agfa_Sensor530s_0_2064.JPG 0.697475 0.536039
Agfa_Sensor530s_0_2065.JPG 0.697475 0.536082
Agfa_Sensor530s_0_2066.JPG 0.697475 0.536055
Agfa_Sensor530s_0_2067.JPG 0.697475 0.535992
Agfa_Sensor530s_0_2068.JPG 0.697475 0.536137
