1095 2
Agfa_DC-504_0_150.JPG 3010.585449 3829.709229
Agfa_DC-504_0_149.JPG 3010.588379 3829.804688
Agfa_DC-504_0_151.JPG 3011.084473 3830.212891
Agfa_DC-504_0_152.JPG 3010.181152 3829.350586
Agfa_DC-504_0_153.JPG 3010.177490 3828.358887
Agfa_DC-504_0_154.JPG 3009.264160 3827.433594
Agfa_DC-504_0_167.JPG 8603.871094 8224.020508
Agfa_DC-504_0_168.JPG 8603.871094 8224.020508
Agfa_DC-504_0_169.JPG 8603.871094 8224.020508
Agfa_DC-504_0_170.JPG 2947.080566 3755.612061
Agfa_DC-504_0_171.JPG 2946.588867 3756.131348
Agfa_DC-504_0_172.JPG 2947.680420 3755.006592
Agfa_DC-504_0_176.JPG 10969.893555 9286.102539
Agfa_DC-504_0_177.JPG 10969.893555 9286.102539
Agfa_DC-504_0_178.JPG 10969.893555 9286.102539
Agfa_Sensor530s_0_2033.JPG 29.040861 42.141216
Agfa_Sensor530s_0_2034.JPG 28.988363 42.173004
Agfa_Sensor530s_0_2035.JPG 29.100286 42.138184
Agfa_Sensor530s_0_2036.JPG 29.050930 42.167522
Agfa_Sensor530s_0_2037.JPG 29.065723 42.172188
Agfa_Sensor530s_0_2038.JPG 29.070173 42.131874
Agfa_Sensor530s_0_2039.JPG 29.057367 42.143715
Agfa_Sensor530s_0_2040.JPG 29.075575 42.194664
Agfa_Sensor530s_0_2041.JPG 29.181767 42.105148
Agfa_Sensor530s_0_2042.JPG 29.033365 42.145844
Agfa_Sensor530s_0_2043.JPG 29.052923 42.098248
Agfa_Sensor530s_0_2044.JPG 28.657457 42.240211
Agfa_Sensor530s_0_2045.JPG 28.955561 42.147488
Agfa_Sensor530s_0_2046.JPG 29.063419 42.068802
Agfa_Sensor530s_0_2047.JPG 28.370840 42.168587
Agfa_Sensor530s_0_2048.JPG 28.825918 42.086075
Agfa_Sensor530s_0_2049.JPG 28.794985 41.948807
Agfa_Sensor530s_0_2050.JPG 28.771151 42.232441
Agfa_Sensor530s_0_2051.JPG 28.547808 42.368660
Agfa_Sensor530s_0_2052.JPG 28.542868 41.712429
Agfa_Sensor530s_0_2053.JPG 28.313021 42.179775
Agfa_Sensor530s_0_2054.JPG 28.929039 42.204323
Agfa_Sensor530s_0_2055.JPG 29.034010 42.112007
Agfa_Sensor530s_0_2056.JPG 29.167210 42.111885
Agfa_Sensor530s_0_2057.JPG 28.801292 42.194904
Agfa_Sensor530s_0_2058.JPG 28.915735 41.973614
Agfa_Sensor530s_0_2059.JPG 28.806513 41.996841
Agfa_Sensor530s_0_2060.JPG 28.967342 42.059166
Agfa_Sensor530s_0_2061.JPG 28.901587 42.285763
Agfa_Sensor530s_0_2062.JPG 28.942215 42.328636
Agfa_Sensor530s_0_2063.JPG 28.788879 42.160030
Agfa_Sensor530s_0_2064.JPG 30.181587 42.297108
Agfa_Sensor530s_0_2065.JPG 29.202675 42.058636
Agfa_Sensor530s_0_2066.JPG 29.188128 42.337543
Agfa_Sensor530s_0_2067.JPG 30.397738 42.334713
Agfa_Sensor530s_0_2068.JPG 29.248001 41.925606
Agfa_Sensor530s_0_2069.JPG 29.123051 41.825737
Agfa_Sensor530s_0_2070.JPG 29.356083 41.771896
Agfa_Sensor530s_0_2071.JPG 29.576757 41.673737
Agfa_Sensor530s_0_2072.JPG 28.659473 42.543983
Agfa_Sensor530s_0_2073.JPG 29.492311 41.528381
Agfa_Sensor530s_0_2074.JPG 29.682888 42.720333
Agfa_Sensor530s_0_2075.JPG 29.715498 42.957848
Agfa_Sensor530s_0_2076.JPG 27.660431 42.220474
Agfa_Sensor530s_0_2077.JPG 27.573057 41.699814
Agfa_Sensor530s_0_2078.JPG 29.013702 40.178062
Agfa_Sensor530s_0_2079.JPG 29.040245 40.122902
Agfa_Sensor530s_0_2080.JPG 27.694218 41.909248
Agfa_Sensor530s_0_2081.JPG 27.520584 41.675610
Agfa_Sensor530s_0_2082.JPG 27.927141 42.323647
Agfa_Sensor530s_0_2083.JPG 27.404507 42.445366
Agfa_Sensor530s_0_2084.JPG 28.027414 43.852200
Agfa_Sensor530s_0_2085.JPG 28.016560 43.926327
Agfa_Sensor530s_0_2086.JPG 28.040682 41.388157
Agfa_Sensor530s_0_2087.JPG 28.026609 41.391045
Agfa_Sensor530s_0_2317.JPG 28.456289 42.835484
Agfa_Sensor530s_0_2320.JPG 2433.186035 3549.498535
Agfa_Sensor530s_0_2321.JPG 2432.784180 3549.498535
Agfa_Sensor530s_0_2322.JPG 2433.786865 3549.498535
Agfa_Sensor530s_0_2323.JPG 28.954889 43.370956
Agfa_Sensor530s_0_2326.JPG 29.190155 43.450279
Praktica_DCZ5.9_0_33686.JPG 23.179684 41.263279
Praktica_DCZ5.9_0_33687.JPG 22.994822 41.250668
Praktica_DCZ5.9_0_33688.JPG 22.894623 40.941422
Praktica_DCZ5.9_0_33689.JPG 23.218182 41.395138
Praktica_DCZ5.9_0_33690.JPG 23.195469 41.338036
Praktica_DCZ5.9_0_33691.JPG 23.148361 40.971226
Praktica_DCZ5.9_0_33692.JPG 23.111471 41.227535
Praktica_DCZ5.9_0_33693.JPG 23.135534 41.323868
Praktica_DCZ5.9_0_33694.JPG 22.686197 40.923820
Praktica_DCZ5.9_0_33695.JPG 23.183992 41.377014
Praktica_DCZ5.9_0_33696.JPG 23.322189 41.265068
Praktica_DCZ5.9_0_33697.JPG 23.097704 40.964504
Praktica_DCZ5.9_0_33698.JPG 23.047169 41.372051
Praktica_DCZ5.9_0_33699.JPG 22.897100 41.254868
Praktica_DCZ5.9_0_33700.JPG 22.349161 41.495102
Praktica_DCZ5.9_0_33701.JPG 23.581242 42.807034
Praktica_DCZ5.9_0_33702.JPG 19.990797 50.467312
Praktica_DCZ5.9_0_33703.JPG 20.614725 39.498322
Praktica_DCZ5.9_0_33704.JPG 23.633898 42.929054
Praktica_DCZ5.9_0_33705.JPG 19.983809 50.491131
Praktica_DCZ5.9_0_33706.JPG 20.561916 39.465569
Praktica_DCZ5.9_0_33707.JPG 23.142660 41.212288
Praktica_DCZ5.9_0_33708.JPG 23.121410 41.249775
Praktica_DCZ5.9_0_33709.JPG 23.090282 40.923412
Praktica_DCZ5.9_0_33710.JPG 23.126453 41.322605
Praktica_DCZ5.9_0_33711.JPG 23.079756 41.373512
Praktica_DCZ5.9_0_33712.JPG 23.014231 41.102543
Praktica_DCZ5.9_0_33713.JPG 23.177633 41.302139
Praktica_DCZ5.9_0_33714.JPG 23.224304 41.362885
Praktica_DCZ5.9_0_33715.JPG 23.058641 41.078220
Praktica_DCZ5.9_0_33716.JPG 23.377144 40.800034
Praktica_DCZ5.9_0_33717.JPG 30.833775 47.795593
Praktica_DCZ5.9_0_33718.JPG 25.659811 42.158382
Praktica_DCZ5.9_0_33719.JPG 23.081545 40.784729
Praktica_DCZ5.9_0_33720.JPG 30.619118 47.583878
Praktica_DCZ5.9_0_33721.JPG 25.737583 42.174358
Praktica_DCZ5.9_0_33722.JPG 30.872171 47.831913
Praktica_DCZ5.9_0_33723.JPG 23.212818 41.171349
Praktica_DCZ5.9_0_33724.JPG 23.202606 41.304977
Praktica_DCZ5.9_0_33725.JPG 23.189791 40.947567
Praktica_DCZ5.9_0_33726.JPG 23.492464 41.467316
Praktica_DCZ5.9_0_33727.JPG 23.264799 41.370621
Praktica_DCZ5.9_0_33728.JPG 23.294235 41.398483
Praktica_DCZ5.9_0_33729.JPG 23.216074 40.889538
Praktica_DCZ5.9_0_33730.JPG 22.316881 41.317097
Praktica_DCZ5.9_0_33731.JPG 20.598715 41.103302
Praktica_DCZ5.9_0_33732.JPG 22.248892 41.181973
Praktica_DCZ5.9_0_33733.JPG 23.191204 41.071411
Praktica_DCZ5.9_0_33734.JPG 22.006401 42.002472
Praktica_DCZ5.9_0_33735.JPG 20.620737 41.078213
Praktica_DCZ5.9_0_33736.JPG 21.145132 41.324104
Praktica_DCZ5.9_0_33737.JPG 31.539976 37.623188
Praktica_DCZ5.9_0_33738.JPG 22.935007 40.500507
Praktica_DCZ5.9_0_33739.JPG 22.270803 41.354969
Praktica_DCZ5.9_0_33740.JPG 31.553076 37.619595
Praktica_DCZ5.9_0_33741.JPG 20.613529 41.950558
Praktica_DCZ5.9_0_33742.JPG 37.156891 13.943460
Praktica_DCZ5.9_0_33743.JPG 37.158512 13.942375
Praktica_DCZ5.9_0_33744.JPG 22.823305 41.362553
Praktica_DCZ5.9_0_33745.JPG 23.054583 40.735889
Praktica_DCZ5.9_0_33746.JPG 23.049202 41.523098
Praktica_DCZ5.9_0_33747.JPG 23.069164 41.269382
Praktica_DCZ5.9_0_33748.JPG 24.538435 39.199879
Praktica_DCZ5.9_0_33749.JPG 25.079668 41.325298
Praktica_DCZ5.9_0_33750.JPG 23.472197 41.594238
Praktica_DCZ5.9_0_33751.JPG 23.008846 40.699142
Praktica_DCZ5.9_0_33752.JPG 23.361361 40.600189
Praktica_DCZ5.9_0_33753.JPG 23.346308 41.347572
Praktica_DCZ5.9_0_33754.JPG 25.203430 41.306252
Praktica_DCZ5.9_0_33755.JPG 22.326654 41.428738
Praktica_DCZ5.9_0_33756.JPG 23.385115 41.339443
Praktica_DCZ5.9_0_33757.JPG 22.830524 40.781662
Praktica_DCZ5.9_0_33758.JPG 23.098129 41.058983
Praktica_DCZ5.9_0_33759.JPG 22.395622 41.607220
Praktica_DCZ5.9_0_33760.JPG 22.784012 40.730568
Praktica_DCZ5.9_0_33761.JPG 23.035543 41.643044
Praktica_DCZ5.9_0_33762.JPG 23.523987 41.434372
Praktica_DCZ5.9_0_33763.JPG 23.462734 40.650703
Praktica_DCZ5.9_0_33764.JPG 23.367783 41.055714
Praktica_DCZ5.9_0_33765.JPG 22.900240 41.152401
Praktica_DCZ5.9_0_33766.JPG 23.272354 40.565987
Praktica_DCZ5.9_0_33767.JPG 22.237093 40.988537
Praktica_DCZ5.9_0_33768.JPG 22.142752 41.163708
Praktica_DCZ5.9_0_33769.JPG 22.786446 41.222511
Praktica_DCZ5.9_0_33770.JPG 36.880196 28.557337
Praktica_DCZ5.9_0_33771.JPG 36.883564 28.555218
Praktica_DCZ5.9_0_33772.JPG 22.934216 41.399708
Praktica_DCZ5.9_0_33773.JPG 22.563232 41.768219
Praktica_DCZ5.9_0_33774.JPG 23.331366 40.794544
Praktica_DCZ5.9_0_33775.JPG 23.374289 41.015568
Praktica_DCZ5.9_0_33776.JPG 22.789286 40.816578
Praktica_DCZ5.9_0_33777.JPG 23.167124 41.675217
Praktica_DCZ5.9_0_33778.JPG 23.511702 42.013496
Praktica_DCZ5.9_0_33779.JPG 23.926935 41.717323
Praktica_DCZ5.9_0_33780.JPG 23.601866 41.619793
Praktica_DCZ5.9_0_33781.JPG 23.678293 40.403275
Praktica_DCZ5.9_0_33782.JPG 27.598257 46.359398
Praktica_DCZ5.9_0_33783.JPG 27.609095 46.371548
Praktica_DCZ5.9_0_33784.JPG 22.281858 41.256805
Praktica_DCZ5.9_0_33785.JPG 23.417734 41.095051
Praktica_DCZ5.9_0_33786.JPG 23.655663 40.533031
Praktica_DCZ5.9_0_33787.JPG 23.781963 40.455170
Praktica_DCZ5.9_0_33788.JPG 22.609838 42.230442
Praktica_DCZ5.9_0_33789.JPG 22.617636 42.232689
Praktica_DCZ5.9_0_33790.JPG 25.053068 43.042942
Praktica_DCZ5.9_0_33791.JPG 25.099014 43.111778
Praktica_DCZ5.9_0_33792.JPG 33.874287 41.447258
Praktica_DCZ5.9_0_33793.JPG 33.883842 41.447567
Praktica_DCZ5.9_0_33794.JPG 21.358761 41.703426
Praktica_DCZ5.9_0_33795.JPG 21.427513 41.585663
Praktica_DCZ5.9_0_33796.JPG 22.073736 39.276730
Praktica_DCZ5.9_0_33797.JPG 22.132286 39.266747
Praktica_DCZ5.9_0_33798.JPG 23.359917 41.864082
Praktica_DCZ5.9_0_33799.JPG 23.104992 42.060612
Praktica_DCZ5.9_0_33800.JPG 12.417869 20.873093
Praktica_DCZ5.9_0_33801.JPG 12.416394 20.869106
Praktica_DCZ5.9_0_33802.JPG 21.752367 41.066303
Praktica_DCZ5.9_0_33803.JPG 23.593229 42.192787
Praktica_DCZ5.9_0_33804.JPG 23.345566 40.326466
Praktica_DCZ5.9_0_33805.JPG 23.592999 40.620239
Praktica_DCZ5.9_0_33806.JPG 21.245735 41.010620
Praktica_DCZ5.9_0_33807.JPG 21.537573 40.985226
Praktica_DCZ5.9_0_33808.JPG -0.270330 46.299931
Praktica_DCZ5.9_0_33809.JPG -0.271331 46.299644
Praktica_DCZ5.9_0_33810.JPG 21.828861 41.589268
Praktica_DCZ5.9_0_33811.JPG 22.672176 41.735371
Praktica_DCZ5.9_0_33812.JPG 21.783766 42.060947
Praktica_DCZ5.9_0_33813.JPG 21.870363 41.051247
Praktica_DCZ5.9_0_33814.JPG 22.661215 41.842155
Praktica_DCZ5.9_0_33815.JPG 22.611389 41.706936
Praktica_DCZ5.9_0_33816.JPG 22.208309 40.559902
Praktica_DCZ5.9_0_33817.JPG 23.608412 41.789532
Praktica_DCZ5.9_0_33818.JPG 22.669764 40.946594
Praktica_DCZ5.9_0_33819.JPG 22.074905 40.441154
Praktica_DCZ5.9_0_33820.JPG 21.822485 40.763420
Praktica_DCZ5.9_0_33821.JPG 22.352365 41.797012
Praktica_DCZ5.9_0_33822.JPG 21.303499 39.913269
Praktica_DCZ5.9_0_33823.JPG 21.261860 39.869839
Praktica_DCZ5.9_0_33824.JPG 22.713041 42.035927
Praktica_DCZ5.9_0_33825.JPG 22.747141 41.516411
Praktica_DCZ5.9_0_33826.JPG 22.517185 40.385254
Praktica_DCZ5.9_0_33827.JPG 22.214609 42.166107
Praktica_DCZ5.9_0_33828.JPG 21.895844 41.873802
Praktica_DCZ5.9_0_33829.JPG 21.653618 40.652878
Praktica_DCZ5.9_0_33830.JPG 21.505682 41.325974
Praktica_DCZ5.9_0_33831.JPG 21.751932 40.634037
Praktica_DCZ5.9_0_33832.JPG 21.897036 39.933533
Praktica_DCZ5.9_0_33833.JPG 19.167835 48.694534
Praktica_DCZ5.9_0_33834.JPG 19.150589 48.730408
Praktica_DCZ5.9_0_33835.JPG 22.217173 42.246132
Praktica_DCZ5.9_0_33836.JPG 21.720547 42.203346
Praktica_DCZ5.9_0_33837.JPG 24.059225 40.406105
Praktica_DCZ5.9_0_33838.JPG 24.154287 40.012123
Praktica_DCZ5.9_0_33839.JPG 23.345043 39.791374
Praktica_DCZ5.9_0_33840.JPG 23.814175 42.425255
Praktica_DCZ5.9_0_33841.JPG 24.458391 42.161808
Praktica_DCZ5.9_0_33842.JPG 24.139212 42.335777
Praktica_DCZ5.9_0_33843.JPG 24.879562 42.574566
Praktica_DCZ5.9_0_33844.JPG 23.364635 39.624214
Praktica_DCZ5.9_0_33845.JPG 22.302786 40.291084
Praktica_DCZ5.9_0_33846.JPG 22.921671 42.397072
Praktica_DCZ5.9_0_33847.JPG 22.043402 41.862141
Praktica_DCZ5.9_0_33848.JPG 22.770422 40.079498
Praktica_DCZ5.9_0_33849.JPG 22.033253 42.280613
Praktica_DCZ5.9_0_33850.JPG 21.259041 41.523258
Praktica_DCZ5.9_0_33851.JPG 22.228260 40.383301
Praktica_DCZ5.9_0_33852.JPG 21.478249 41.545502
Praktica_DCZ5.9_0_33853.JPG 21.628031 41.150665
Praktica_DCZ5.9_0_33854.JPG 22.321671 40.264851
Praktica_DCZ5.9_0_33855.JPG 22.391582 42.099346
Praktica_DCZ5.9_0_33856.JPG 22.595879 42.356987
Praktica_DCZ5.9_0_33857.JPG 22.429119 39.993626
Praktica_DCZ5.9_0_33858.JPG 21.622061 40.240417
Praktica_DCZ5.9_0_33859.JPG 21.438812 41.209587
Praktica_DCZ5.9_0_33860.JPG 20.991703 41.142551
Praktica_DCZ5.9_0_33861.JPG 22.800350 39.990730
Praktica_DCZ5.9_0_33862.JPG 23.157864 42.541584
Praktica_DCZ5.9_0_33863.JPG 24.116718 41.533791
Praktica_DCZ5.9_0_33864.JPG 23.988888 40.288960
Praktica_DCZ5.9_0_33865.JPG 24.492407 41.614563
Praktica_DCZ5.9_0_33866.JPG 24.449726 41.565166
Praktica_DCZ5.9_0_33867.JPG 23.360167 42.601807
