0,24.774694,25.770137,177.86774,52.828716,24.493849,52.395721,32.190631,198.438142,28.313641,27.585123,26.129443,23.966794,29.220172,27.09037,28.332478,25.934263,26.873658,97.415006,125.67056,28.384448,24.231227,56.655805,28.097814,130.162059,49.759905,256.043137,26.578916,25.51618,46.422317,125.215982,27.023193,26.288746,132.156311,124.639192,58978.51028,147.009818,32.139539,28.121363,24.677268
24.774694,0,109.180542,26.471793,25.864417,26.825303,26.654451,25.140153,25.969955,76.449525,128.636777,36.637659,50.512851,23.779291,125.778629,77.957569,95.376958,48.454535,24.886679,34.462745,25.756536,106.673091,30.344465,122.044447,25.401072,27.832871,24.069466,57.976925,26.955166,23.662037,23.758574,25.403475,70.454782,24.786846,26.649463,30.606212,29.232989,95.599005,58.653799,62.514703
25.770137,109.180542,0,24.251029,25.647697,21.926355,24.545984,28.417867,27.796217,283.066626,1333.036324,189.437299,408.148166,23.057111,907.205121,266.328402,1286.213022,115.623941,25.016785,25.799757,60.012159,905.136811,34.164062,204.099091,31.230468,27.171279,25.406706,13339.99727,71.93467,26.404399,24.418514,39.953228,830.572885,29.485769,23.881439,25.484089,30.337086,690.352616,402.348924,398.214972
177.86774,26.471793,24.251029,0,74.379729,136.671374,87.875806,111.551547,477.763736,26.404581,25.827674,24.715937,26.441227,40.224798,26.0098,24.953915,26.133449,24.966847,255.882283,182.677343,26.951021,26.253382,128.170122,23.20204,93071.31728,99.563209,588.713967,26.489588,27.356292,119.892398,218.612094,26.408551,26.388854,388.366861,223.477094,100.096784,1352.317332,28.411086,22.270818,23.632212
52.828716,25.864417,25.647697,74.379729,0,7678.938984,60.560327,2144.589244,93.190161,26.724946,28.226161,27.47156,25.560018,34.817896,23.706183,25.253877,26.682822,25.573061,72.448802,111.022081,26.29102,23.746232,96.474743,25.929355,97.181473,125.865449,79.147781,24.635184,28.878042,72.698496,57.057099,29.912081,26.497544,90.639663,85.246191,31.920894,70.525136,24.938097,30.782892,24.533027
24.493849,26.825303,21.926355,136.671374,7678.938984,0,42.271253,4253.573833,106.008288,25.194095,26.418024,31.231504,26.085482,27.749206,25.494977,23.516542,26.49743,33.482739,52.627985,63.594856,25.053873,28.1913,90.58131,31.350056,92.978347,121.980117,106.964561,29.551279,26.772905,37.934479,82.255413,25.995659,25.053482,109.034413,69.39357,32.862232,94.355405,27.274345,24.528897,28.121241
52.395721,26.654451,24.545984,87.875806,60.560327,42.271253,0,40.10241,144.292665,25.882167,24.697071,25.744783,24.534483,27.226376,28.142942,23.403329,24.207703,23.949795,55.392943,73.02401,24.496764,26.535197,38.476302,26.019197,84.320772,71.748534,124.697762,28.088089,27.147531,8581.232256,47.859535,30.733443,31.193794,86.825897,56.305776,69.403217,73.534428,26.067364,28.353969,28.3747
32.190631,25.140153,28.417867,111.551547,2144.589244,4253.573833,40.10241,0,99.492988,28.234563,22.325579,29.851558,27.69459,42.636593,26.362042,24.777352,25.94223,25.233456,71.634352,97.720908,27.294405,27.200447,85.559345,27.981421,127.440997,163.834032,101.276247,25.765317,24.013012,47.433766,60.614732,27.914885,31.376305,115.576175,36.673654,46.215151,121.407499,25.057083,25.014848,26.429835
198.438142,25.969955,27.796217,477.763736,93.190161,106.008288,144.292665,99.492988,0,24.690682,27.241615,30.483182,25.194727,78.256655,24.165174,26.361301,28.745941,28.984693,244.398439,322.896107,27.13869,27.879121,127.638922,29.514607,621.969245,129.638393,11421.34638,24.893506,29.181782,92.025198,300.589658,34.417016,29.64034,457.480626,308.943339,204.099736,489.821683,26.564326,29.139331,26.185601
28.313641,76.449525,283.066626,26.404581,26.724946,25.194095,25.882167,28.234563,24.690682,0,344.295631,61.460283,188.101085,26.445053,492.0803,275.131692,313.247161,75.611874,29.403246,26.534847,28.335445,411.90446,33.149575,270.788688,26.751476,30.182338,33.244261,51.362818,32.843905,29.876605,29.670466,51.194731,276.86748,28.463688,27.770812,31.18138,26.621412,171.813471,127.17904,69.250123
27.585123,128.636777,1333.036324,25.827674,28.226161,26.418024,24.697071,22.325579,27.241615,344.295631,0,219.038321,759.922394,25.45368,2343.963169,416.523214,2404.579055,110.998177,31.419911,24.011589,69.05283,1835.685829,31.20015,308.365904,28.850055,25.566297,23.692113,228.018853,104.098752,26.102407,24.075946,23.954499,1406.244954,27.818962,29.0918,23.795631,25.700759,1097.988745,804.8993,621.780088
26.129443,36.637659,189.437299,24.715937,27.47156,31.231504,25.744783,29.851558,30.483182,61.460283,219.038321,0,145.251356,27.357841,242.251405,81.827738,268.103131,53.229205,27.557414,27.772816,25.218762,216.79067,26.612693,66.271129,25.184636,28.114188,33.513768,90.703462,88.255004,24.341084,26.490686,37.99856,281.523374,28.590319,25.314302,24.636782,30.757969,168.231239,12727.35865,97.522214
23.966794,50.512851,408.148166,26.441227,25.560018,26.085482,24.534483,27.69459,25.194727,188.101085,759.922394,145.251356,0,26.233615,624.102033,103.422215,680.94293,74.16882,25.31999,25.739232,2197.665459,580.613275,26.284855,176.998738,35.6906,22.973639,24.790463,112.674049,54.943742,25.716418,28.606331,39.286621,430.075971,30.997413,25.961089,25.158179,24.078527,356.524591,340.402038,285.740786
29.220172,23.779291,23.057111,40.224798,34.817896,27.749206,27.226376,42.636593,78.256655,26.445053,25.45368,27.357841,26.233615,0,26.9496,28.871773,23.894629,26.097966,26.008679,48.813195,25.668596,26.239926,29.055384,23.715756,34.889552,28.622931,63.494661,29.575525,26.041706,37.271753,27.947445,27.485795,31.344889,57.35086,37.804711,27.862335,33.365332,27.642625,25.023753,30.595518
27.09037,125.778629,907.205121,26.0098,23.706183,25.494977,28.142942,26.362042,24.165174,492.0803,2343.963169,242.251405,624.102033,26.9496,0,471.183346,2083.707841,136.559896,24.001841,28.302583,39.359699,1545.744958,26.022555,329.428171,35.118169,26.807543,26.998956,236.140318,60.58221,24.547502,24.670489,35.20586,1153.84376,26.354181,28.608009,25.531231,24.185669,931.81832,599.64277,539.429598
28.332478,77.957569,266.328402,24.953915,25.253877,23.516542,23.403329,24.777352,26.361301,275.131692,416.523214,81.827738,103.422215,28.871773,471.183346,0,441.254867,152.55395,25.361798,24.907514,25.346231,408.171096,29.108466,270.098628,33.116862,25.091904,28.113679,73.847865,30.282765,28.302744,25.872598,39.495753,431.05549,23.460627,25.510497,26.572835,26.692734,463.280511,147.316448,102.839921
25.934263,95.376958,1286.213022,26.133449,26.682822,26.49743,24.207703,25.94223,28.745941,313.247161,2404.579055,268.103131,680.94293,23.894629,2083.707841,441.254867,0,135.243392,28.955827,24.211564,41.765577,2039.291176,24.491715,324.267013,28.420523,26.170961,25.650142,229.571958,128.918822,29.357813,28.366128,47.785934,1551.376186,24.290156,30.709478,30.065279,23.472114,1103.533014,778.930801,508.133784
26.873658,48.454535,115.623941,24.966847,25.573061,33.482739,23.949795,25.233456,28.984693,75.611874,110.998177,53.229205,74.16882,26.097966,136.559896,152.55395,135.243392,0,25.631106,25.788736,29.510727,186.796059,25.126788,90.68554,26.019564,25.138478,25.614798,36.65796,33.291703,26.11244,33.626994,2042.961518,131.626451,25.538058,29.07814,29.803952,22.97528,132.041022,80.960185,45.232589
97.415006,24.886679,25.016785,255.882283,72.448802,52.627985,55.392943,71.634352,244.398439,29.403246,31.419911,27.557414,25.31999,26.008679,24.001841,25.361798,28.955827,25.631106,0,142.198998,23.973463,31.602642,84.935125,27.528221,252.137468,39.984802,224.470588,26.938335,26.948745,53.00051,80295.95898,25.721236,27.046915,206.225062,54010.87135,106.181075,240.458564,26.904229,26.181092,25.003893
125.67056,34.462745,25.799757,182.677343,111.022081,63.594856,73.02401,97.720908,322.896107,26.534847,24.011589,27.772816,25.739232,48.813195,28.302583,24.907514,24.211564,25.788736,142.198998,0,27.638216,27.733685,88.149398,23.951703,369.567071,117.502081,397.824828,26.577293,30.28899,104.319157,205.073819,32.8136,27.748524,33801.17293,189.313334,123.470266,273.759116,24.616215,25.778665,24.469009
